Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_ILS,Spend_NZD,Spend_TWD,Spend_AUD
AR188125546159276032,Michele Marraffa,,"EU, IT",EU-Parliament,70,4500,3750,328000,7375,28400,100000,28000,1350000,16800,18300,39000,3450,15250,6600,129000,6150
AR188133861215961088,ΝΙΚΟΛΑΟΣ-ΓΕΩΡΓΙΟΣ ΔΕΝΔΙΑΣ,,"EU, GR",EU-Parliament,67,2700,2400,184500,4650,17600,61000,18000,765000,10100,11250,24750,2150,9500,4000,84000,3900
AR18817041997758464,MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,EIN ID 38-1323848,US,US-Federal,148,390700,332600,28743500,650500,2512300,8964000,2475500,119565000,1499500,1614675,3459000,301000,1336000,588400,11337000,546450
AR188399874310406144,CORKY 2020,Registered in Connecticut,US,US-Federal,7,2500,2100,183000,4150,16000,58000,15500,765000,9600,10275,21750,1900,8500,3800,72000,3450
AR18841231253569536,OHIO DEMOCRATIC PARTY,FEC ID C00016899,US,US-Federal,88,26300,22750,1894000,44500,169900,596000,169500,7597500,99200,107400,236250,20250,94250,39600,792000,36450
AR188726016946995200,CONSERVATIVES FOR STRINGER,EIN ID 81-0692583,US,US-Federal,4,1400,1200,104750,2375,9200,32000,9000,427500,5400,5925,12750,1100,4750,2200,42000,1950
AR188728353409204224,DEMOCRATIC PARTY OF NEW MEXICO,EIN ID 85-0032555,US,US-Federal,1,4100,3550,307000,6925,26800,96000,26500,1297500,16300,17250,36750,3200,14000,6200,117000,5850
AR188816932814716928,Gretchen Whitmer for Governor,EIN ID 81-4828850,US,US-Federal,85,129600,113000,9327250,221050,839300,2916000,843000,36472500,486500,526350,1169250,99900,477250,195000,3987000,179400
AR188827172016750592,RODIMER FOR CONGRESS,FEC ID C00717322,US,US-Federal,5,1700,1500,118250,2925,11200,38000,11000,495000,6400,7125,15750,1300,5750,2600,51000,2400
AR18896138115481600,Media Republic sp. z o.o.,,"EU, PL",EU-Parliament,91,13400,11900,1015500,23250,90100,317000,88500,4162500,53000,57600,125250,10750,46000,20800,396000,19350
AR189071263598116864,JIM BOYD CAMPAIGN,EIN ID 84-2722318,US,US-Federal,19,23800,20550,1771250,40225,155200,552000,153000,7342500,92300,99825,213750,18650,81250,36200,693000,33750
AR189145892949852160,CDU-Kreisverband Herford,,"DE, EU",EU-Parliament,21,2000,1700,147500,3350,12900,46000,13000,622500,7800,8325,18000,1550,7000,3000,57000,2850
AR18920327371292672,Werter Urbini,,"EU, FR, IT",EU-Parliament,4,0,0,1000,25,100,0,0,7500,100,75,0,0,0,0,0,0
AR189314255667855360,BE A CONSERVATIVE HERO INC,EIN ID 85-0757710,US,US-Federal,2,1300,1150,97500,2275,8800,32000,8500,405000,5200,5625,12000,1050,4500,2000,39000,1950
AR189320234262331392,SHAHEEN FOR SENATE,FEC ID C00457325,US,US-Federal,30,39800,34900,2924500,68300,262600,923000,260500,12202500,154900,168525,367500,31100,137500,61400,1179000,57600
AR189414654823366656,LINCOLN CHAFEE FOR PRESIDENT,FEC ID C00733295,US,US-Federal,13,2100,1900,148000,3700,14100,47000,14000,637500,8100,9000,20250,1600,7250,3200,63000,3150
AR189549688595152896,FRIENDS OF LYNNETTE SHAW,Registered in Oregon 20508,US,US-Federal,6,700,600,52750,1200,4600,17000,4500,225000,2800,2925,6000,550,2500,1000,21000,1050
AR189570441877127168,COLIN LARSON,Registered in Colorado 20175032057,US,US-Federal,4,2200,1950,165750,3775,14600,52000,14500,682500,8700,9375,20250,1750,7500,3400,66000,3150
AR189624730263748608,BOB CLEGG FOR EXECUTIVE COUNCIL,Registered in New Hampshire 09005097,US,US-Federal,2,300,250,21000,475,1800,6000,2000,82500,1000,1125,2250,200,1000,400,9000,450
AR189671596946882560,CHRISTINE FOR COLORADO,EIN ID 82-1701098,US,US-Federal,3,1300,1150,95250,2225,8500,29000,8500,367500,4900,5325,12000,1000,4750,2000,39000,1800
AR189698053945425920,KOOP FOR TEXAS,EIN ID 83-2148637,US,US-Federal,39,29900,26300,2157500,51475,195900,679000,196500,8700000,114100,124050,273750,23100,107750,45600,912000,42300
AR189738804595130368,LARRY BYRD FOR MID DIRECTOR 2020,Registered in California 1336761,US,US-Federal,5,1000,850,73500,1675,6400,23000,6500,307500,3900,4125,9000,750,3500,1600,30000,1350
AR189769109884370944,IXNAY PAC,FEC ID C00685859,US,US-Federal,25,1200,1050,88750,2050,7900,28000,8000,360000,4600,5025,11250,950,4250,1800,36000,1650
AR189796872552972288,Ikast-Brande Venstre,,"DK, EU, PL",EU-Parliament,35,600,550,44250,1125,4200,15000,4500,187500,2400,2700,6000,500,2250,1000,21000,900
AR190231179645943808,Svobodní,,"CZ, EU",EU-Parliament,249,4200,3700,291000,7275,27600,96000,28000,1207500,16000,17700,39750,3250,15000,6400,129000,6000
AR190273579563089920,"STUDIO 71, LP",EIN ID 45-1836454,US,US-Federal,4,45800,38950,3361750,76150,294700,1057000,290000,14100000,176300,189750,406500,35400,156000,69000,1320000,64200
AR190302235584888832,Komitet Wyborczy Kandydata na Prezydenta Rzeczpospolitej Polskiej Roberta Biedronia,,"EU, PL",EU-Parliament,23,2700,2400,205750,4725,18300,64000,18000,847500,10800,11700,25500,2200,9250,4200,81000,3900
AR19038799749185536,FRIENDS OF JENN ALFORD-TEASTER,Registered in New Hampshire 09004971,US,US-Federal,2,4400,3750,323000,7325,28300,102000,28000,1357500,17000,18225,39000,3400,15000,6600,126000,6150
AR190664146709118976,"מד""ע- מפלגה דמוקרטית ערבית",,IL,,19,11200,9250,818250,18125,70100,241000,69000,3315000,41900,45150,93750,8200,36750,15600,315000,14700
AR190677100330483712,YUKONG ZHAO FOR CONGRESS,FEC ID C00726596,US,US-Federal,11,800,650,58000,1300,5000,18000,5000,240000,3000,3225,6750,600,2750,1200,24000,1050
AR190817288063025152,"MISSION MEDIA, LLC",EIN ID 52-2283459,US,US-Federal,23,133900,116850,9959500,228575,884000,3159000,870500,41655000,525600,567450,1223250,105450,462250,207600,3933000,192750
AR190858519749066752,COMMITTEE TO ELECT MICHAEL CAPPS,EIN ID 47-2751020,US,US-Federal,9,1000,900,75000,1700,6600,23000,6500,307500,3900,4200,9000,800,3500,1600,30000,1500
AR191068732628402176,HUIZENGA FOR CONGRESS,FEC ID C00459297,US,US-Federal,55,33600,29200,2466500,57125,218500,768000,218000,9825000,128200,138300,303000,25950,120500,51000,1014000,47400
AR191075604576075776,PARTIDUL SOCIAL DEMOCRAT - P.S.D.,,"AT, BG, DE, ES, EU, FR, GB, GR, HU, IE, IT, LV, NL, PL, RO, SK",EU-Parliament,2073,556600,484300,40530250,947275,3635200,12705000,3611000,167880000,2138500,2336625,5081250,429350,1914750,838400,16491000,791400
AR19112604467200000,CITIZENS TO ELECT RUSTY CROWE TO CONGRESS,FEC ID C00738930,US,US-Federal,1,400,350,30500,675,2600,9000,2500,120000,1600,1725,3750,300,1500,600,12000,600
AR191645082879787008,DLCC VICTORY FUND,Registered in Minnesota 41122,US,US-Federal,5,600,500,44000,975,3800,13000,3500,180000,2200,2400,5250,450,2000,800,18000,750
AR191840040035287040,SWALWELL FOR AMERICA,FEC ID C00701698,US,US-Federal,1599,109900,97650,7646750,191050,724300,2505000,729000,31515000,417600,463200,1035750,85800,395250,165800,3423000,157050
AR191931574378299392,Thistedkredsens Venstre,,"DK, EU",EU-Parliament,8,100,100,9750,250,900,3000,1000,37500,500,600,1500,100,500,200,3000,150
AR192122751962578944,GEORGE GASCON FOR LA DISTRICT ATTORNEY 2020,EIN ID 84-3155985,US,US-Federal,7,17900,15700,1315000,30725,118300,414000,117000,5505000,69800,75975,165000,13900,61500,27600,528000,26250
AR192254418480005120,Latvijas krievu savienība,,"EU, LV",EU-Parliament,5,100,50,5750,125,500,2000,500,22500,300,300,750,50,250,200,3000,150
AR192327398564298752,JIM LOWER FOR CONGRESS,FEC ID C00707430,US,US-Federal,6,500,400,31250,775,3000,10000,3000,127500,1700,1875,4500,350,1500,600,15000,600
AR192417902115160064,JOHN HANCOCK,,US,US-Federal,13,3000,2800,224750,5425,20900,73000,20500,960000,12200,13350,30000,2400,10750,5000,93000,4800
AR192990335356370944,EVERY SINGLE VOTE,EIN ID 85-1063462,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR193348501269118976,NEVADA STATE DEMOCRATIC PARTY,EIN ID 88-0189294,US,US-Federal,5,83500,71350,6186500,139525,540300,1942000,531000,26137500,328300,347400,740250,64350,284250,125600,2388000,118200
AR193415296600506368,"WFW ACTION FUND, INC.",FEC ID C00698936,US,US-Federal,8,10900,9200,801250,18025,69500,245000,68500,3300000,41000,44775,96000,8450,37250,16400,321000,15000
AR193465530538000384,BRANDY K. CHAMBERS,Registered in Texas 00081415,US,US-Federal,23,900,750,66000,1500,5800,21000,5500,270000,3400,3750,8250,700,3000,1400,27000,1200
AR19349205625602048,FEDERATION OF AMERICAN HOSPITALS PAC,FEC ID C00002261,US,US-Federal,10,3100,2750,231500,5350,20300,71000,20500,885000,11800,12750,28500,2400,11500,4800,96000,4500
AR193620080641179648,BILL POWERS,Registered in Tennessee,US,US-Federal,2,400,300,25750,575,2300,8000,2000,105000,1400,1425,3000,250,1250,600,9000,450
AR193629151612108800,COMMITTEE TO ELECT HARPER PETERSON,EIN ID 82-2744399,US,US-Federal,1,7400,6300,545500,12325,47700,171000,47000,2287500,28600,30675,65250,5750,25250,11200,213000,10350
AR193702544013262848,"WEVOYCE, INC",EIN ID 85-3019408,US,US-Federal,97,400,400,33000,750,2900,10000,3000,142500,1800,1875,3750,350,1500,600,12000,600
AR193738346860642304,The Leadership Conference on Civil & Human Rights,EIN ID 52-0789800,US,US-Federal,19,4100,3500,297250,6875,26100,90000,26000,1140000,15100,16350,36750,3150,14750,6200,126000,5700
AR193768445991452672,DMFI PAC,FEC ID C00710848,US,US-Federal,14,101000,86350,7481250,168850,653900,2348000,642500,31387500,394900,420300,897000,78050,343500,152400,2901000,142950
AR193818542489993216,BRIAN THOMPSON,Registered in Washington 19779,US,US-Federal,4,100,100,7000,150,600,2000,500,30000,400,375,750,50,250,200,3000,150
AR19382397132865536,FRENCH HILL FOR ARKANSAS,EIN ID 46-4138546,US,US-Federal,9,8300,7100,613500,13850,53600,192000,52500,2572500,32200,34500,73500,6400,28250,12600,240000,11700
AR193896607815565312,SEBASTIAN DE LA PENA GONZALEZ,,US,US-Federal,2,900,750,65750,1425,5500,19000,5500,270000,3300,3600,7500,650,3000,1200,24000,1200
AR194100086186180608,KEVIN MCCARTHY FOR CONGRESS,FEC ID C00420935,US,US-Federal,17,7900,6850,578750,13450,51600,181000,51000,2370000,30400,33075,72000,6100,27500,12000,237000,11250
AR194146884149837824,CAMPOS FOR OREGON,EIN ID 84-2707065,US,US-Federal,3,4300,4000,326500,7775,30100,109000,29500,1402500,18100,19275,42000,3500,15250,7200,129000,6750
AR19428782779662336,JESS SCARANE FOR DELAWARE,FEC ID C00727263,US,US-Federal,187,12900,11150,951500,21825,84100,295000,83000,3937500,49500,54000,117000,10000,44250,19800,381000,18450
AR194331808261734400,KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE,,"EU, PL",EU-Parliament,59,10500,9550,745500,18725,71000,247000,71500,3180000,41500,45525,103500,8500,37000,16600,327000,15600
AR194396610728296448,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES P E O P L E,FEC ID C00011114,US,US-Federal,13,189300,161250,13953500,315325,1220800,4383000,1200000,58635000,734600,785550,1676250,146000,643750,285200,5436000,266250
AR19439915334893568,314 ACTION,FEC ID C90017781,US,US-Federal,3,4400,3850,312500,7550,28700,99000,29000,1230000,16500,18225,39750,3400,16250,6400,135000,6150
AR194446432348930048,NRSC,FEC ID C00027466,US,US-Federal,4346,11917000,10185000,877989750,19921275,76576500,269725000,75857000,3557280000,45296100,48967725,105516750,9168550,41062500,17891000,350592000,16600950
AR194453304296603648,SP (Socialistische Partij),,"EU, NL",EU-Parliament,16,18300,15950,1316500,31200,119200,413000,119000,5355000,69200,76500,168750,14150,64000,28000,558000,26100
AR194483128549507072,MICHAEL C RAWLINS,Registered in Texas 000069189,US,US-Federal,1,3800,3500,276000,6850,26200,88000,26000,1185000,15000,16800,36750,2950,13250,6000,117000,5850
AR194575899843100672,DIE GRÜNEN - DIE GRÜNE ALTERNATIVE Bundespartei,,"AT, DE, EU, FR, GB, SI",EU-Parliament,239,275900,250300,19659500,489525,1854600,6455000,1869000,83377500,1086600,1188450,2674500,220700,968750,434600,8532000,405150
AR194591430444843008,TRAVIS OLER FOR IDAHO,EIN ID 84-4733921,US,US-Federal,5,200,150,13000,300,1100,4000,1000,52500,700,750,1500,150,500,200,6000,300
AR194752989934649344,Outcue Media Private Limited,,IN,IN-General,21,400,350,27500,675,2600,9000,2500,120000,1500,1650,3750,300,1250,600,12000,600
AR194838133366325248,SPOLU - občianska demokracia,,"CZ, EU, HU, SK",EU-Parliament,157,51900,47200,3682250,92350,351200,1199000,352500,15682500,202800,225750,503250,40250,181250,80600,1596000,76800
AR195022782600314880,Silkmart,,"BG, EU, RO",EU-Parliament,189,4500,3800,334250,7475,28800,101000,28500,1372500,17100,18600,39000,3450,15250,6600,129000,6150
AR195111018408443904,BRAD WITT FOR STATE REPRESENTATIVE,Registered in Oregon 5079,US,US-Federal,14,10300,8800,761000,17175,66600,239000,65500,3210000,40300,42825,90750,7950,35000,15600,294000,14550
AR19575636301447168,ICARUS LIVED INC.,EIN ID 81-2577074,US,US-Federal,2,2600,2150,191250,4175,16100,56000,16000,772500,9600,10425,21750,1900,8500,3600,72000,3450
AR195785225194700800,475 CONSULTING GROUP LLC,EIN ID 83-4445531,US,US-Federal,19,4800,4300,341000,8400,32000,109000,32000,1432500,18200,20550,45000,3650,16500,7200,144000,6900
AR195826663039172608,RISE INC,EIN ID 82-1876815,US,US-Federal,1,800,750,62000,1475,5700,19000,5500,255000,3300,3600,8250,650,3000,1400,24000,1350
AR196082436931584000,HERITAGE FOUNDATION,EIN ID 23-7327730,US,US-Federal,2,3400,2950,252500,5800,22400,79000,22000,1050000,13300,14400,30750,2650,11500,5200,99000,4800
AR196260351656853504,COLLINS FOR TEXAS,EIN ID 84-2478787,US,US-Federal,96,30000,26900,2176750,52600,201100,696000,200500,9165000,117200,129000,284250,23500,104000,46600,903000,44100
AR196367485321084928,"NEW INSPIRATION BROADCASTING CO., INC.",EIN ID 95-3356921,US,US-Federal,2,3100,2600,225500,5100,19700,71000,19500,945000,11800,12675,27000,2350,10500,4600,90000,4350
AR196524509325426688,PROGRESSIVE TAKEOVER,FEC ID C00659599,US,US-Federal,23,5000,4350,364500,8525,32400,113000,32500,1410000,18800,20325,45000,3850,18250,7600,153000,6900
AR196651502918434816,Saku Petteri Räty,,"EU, FI",EU-Parliament,27,3600,3150,245750,6150,23400,81000,23500,1005000,13500,15000,33000,2700,12750,5200,111000,4950
AR196708471364648960,NEW WAY CALIFORNIA,EIN ID 82-3032117,US,US-Federal,4,700,600,48500,1175,4500,15000,4500,187500,2600,2850,6000,500,2500,1000,21000,900
AR196810725946032128,CONNOR FOR MARICOPA,Registered in Arizona 1001998,US,US-Federal,4,100,50,5000,125,500,2000,500,22500,300,300,750,50,250,200,3000,150
AR196874154023059456,DEFENDARIZONA,FEC ID C00668301,US,US-Federal,102,607000,528150,44139500,1032950,3923300,13606000,3939500,170872500,2272900,2460750,5486250,467800,2219750,922800,18711000,847500
AR196985685733801984,PROGRESS IOWA,EIN ID 45-4859552,US,US-Federal,3,22900,19500,1695000,38125,147700,532000,145000,7132500,89500,94950,201750,17650,77750,34400,657000,32250
AR196997780361707520,MONTGOMERY COUNTIANS FOR QUESTION A & AGAINST QUESTION B,EIN ID 85-3015797,US,US-Federal,20,18900,16100,1395750,31500,122000,439000,120000,5872500,73700,78450,167250,14550,64250,28400,543000,26700
AR197023618884960256,CHARLES BAILEY FOR GEORGIA INC.,Registered in Georgia C2018000105,US,US-Federal,2,1000,800,72250,1575,6100,21000,6000,292500,3700,3975,8250,750,3000,1400,27000,1350
AR197209986105868288,HOOSIERS 4 HODGE,EIN ID 84-3892456,US,US-Federal,12,0,0,750,25,100,0,0,0,0,75,0,0,0,0,0,0
AR197303994350043136,"NEW YORK LEAGUE OF CONSERVATION VOTERS, INC.",EIN ID 11-3095033,US,US-Federal,1,4000,3400,293500,6675,25700,92000,25500,1230000,15300,16575,36000,3100,13750,6000,117000,5550
AR197408516674158592,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES’  COMMUNITY ACTION FUND PAC,EIN ID 71-0996360,US,US-Federal,4,11500,10050,844250,19700,74800,260000,75000,3255000,43400,46950,104250,8850,42500,17400,357000,16200
AR197428033005551616,REPS DESIGN,EIN ID 30-0467996,US,US-Federal,7,700,600,48500,1200,4500,16000,4500,202500,2600,2925,6750,550,2500,1000,21000,1050
AR197621203454656512,"ELECT LIZA WELSH FOR CITY COUNCIL, CITY OF EUREKA, WARD 4 IN 2020",Registered in California 1429251,US,US-Federal,1,500,450,37000,825,3200,12000,3000,157500,2000,2100,4500,400,1750,800,15000,750
AR197804547018588160,STEINBERG FOR STATE REP,EIN ID 27-2509084,US,US-Federal,9,3400,2900,251500,5675,22000,79000,21500,1057500,13200,14175,30000,2650,11750,5200,99000,4800
AR197860828270034944,FRIENDS OF MARK BATINICK,EIN ID 45-5448976,US,US-Federal,40,5000,4350,366000,8475,32700,115000,32500,1545000,19400,21000,45000,3850,17000,7600,144000,7050
AR197887697585438720,RAY RODRIGUES CAMPAIGN,EIN ID 45-2676673,US,US-Federal,2,1100,900,80500,1775,6800,24000,7000,315000,4000,4425,9750,800,3750,1600,33000,1500
AR198031596169723904,Divo TV Private Limited,,IN,IN-General,1,200,150,12500,275,1100,4000,1000,52500,600,675,1500,150,500,200,6000,300
AR198061076825243648,Alternativet,,"DK, EU",EU-Parliament,23,23900,21300,1665750,41675,158000,548000,159000,6900000,91500,101250,228000,18600,85750,36200,744000,34350
AR198101552597041152,FRIENDS OF ALICE DEWINE,EIN ID 84-3129256,US,US-Federal,13,1100,1000,79500,1950,7400,26000,7500,337500,4300,4725,10500,850,3750,1800,33000,1650
AR198246481973477376,KENNEDY FOR MASSACHUSETTS,FEC ID C00512970,US,US-Federal,26,280000,237700,20863250,464900,1787300,6231000,1769500,83197500,1047300,1149825,2453250,214050,951750,423600,8241000,389550
AR198358838317940736,KATHY LANDING FOR CONGRESS,FEC ID C00708875,US,US-Federal,46,200,200,18500,425,1700,6000,1500,75000,1000,1050,2250,200,750,400,6000,300
AR198678796201623552,"Flat Creek Management, LLC",EIN ID 38-3712798,US,US-Federal,5,10300,9000,750250,17600,66900,233000,67000,2910000,38900,42000,93000,7950,38000,15600,315000,14400
AR198724082336792576,CHAMPION FLORIDA,EIN ID 81-3866540,US,US-Federal,43,1200,1000,82250,2000,7600,26000,7500,322500,4400,4875,10500,900,4250,1600,36000,1650
AR198912511142002688,"YANKA INDUSTRIES, INC.",EIN ID 45-5501412,US,US-Federal,198,67700,61100,4891500,119525,456900,1580000,456500,20610000,264200,292800,643500,52700,236250,104600,2043000,99900
AR199001571583852544,BOGNET FOR CONGRESS,EIN ID 84-4329323,US,US-Federal,20,4800,4350,362250,8525,33100,119000,32500,1530000,19600,21150,46500,3900,16750,7800,144000,7350
AR199136399197208576,Varsinais-Suomen Kokoomus ry,,"EU, FI",EU-Parliament,46,2200,1900,148750,3750,14200,49000,14500,607500,8200,9075,20250,1650,7750,3200,66000,3000
AR1992658666913792,FRIENDS OF LISSA,EIN ID 84-3124517,US,US-Federal,42,14400,12350,1064250,24150,93400,335000,92000,4470000,56100,60150,129000,11200,49250,21800,417000,20400
AR199363104750960640,FRIENDS OF JAIME CASTLE,FEC ID H0OH02139,US,US-Federal,1,27800,23650,2046000,46200,179000,643000,176000,8602500,107800,115125,245250,21400,94250,41800,795000,39000
AR199381040534388736,NJ7 CITIZENS FOR CHANGE,FEC ID C00640458,US,US-Federal,14,900,750,65750,1475,5700,21000,5500,277500,3400,3675,7500,700,3000,1400,27000,1200
AR199467283477692416,GUNNISON COUNTY REPUBLICAN CENTRAL COMMITTEE,Registered in Colorado 20065621350,US,US-Federal,21,400,350,32000,725,2800,10000,2500,135000,1700,1800,3750,350,1500,600,12000,600
AR199493190720421888,CUBBLER FOR CONGRESS,FEC ID C00683375,US,US-Federal,3,400,350,27250,650,2400,8000,2500,105000,1400,1500,3750,300,1250,600,12000,450
AR199557374711693312,JAY OBERNOLTE FOR CONGRESS 2020,FEC ID C00720078,US,US-Federal,9,13300,11350,977500,22225,85900,307000,84500,4095000,51200,55350,118500,10300,45500,20200,387000,18750
AR199606028101222400,WIN AT THE DOOR PAC,FEC ID C00684985,US,US-Federal,1,300,300,25500,600,2300,8000,2500,105000,1400,1500,3000,250,1250,600,9000,450
AR199829297681137664,HAIDAR AWAD HAWTHORNE MAYOR 2020,Registered in California 1426103,US,US-Federal,77,15500,13200,1146250,25850,99900,357000,98500,4732500,59400,64275,137250,11950,52750,23400,450000,21750
AR199878157229096960,TRAKT SPÓŁKA AKCYJNA,,"EU, PL",EU-Parliament,14,1200,1100,86750,2175,8200,29000,8500,367500,4800,5250,12000,1000,4250,2000,39000,1800
AR199966805354086400,Μιλτιάδης Βαρβιτσιώτης,,"EU, GR",EU-Parliament,35,1700,1500,116000,2900,11000,38000,11000,480000,6300,6975,15750,1350,6000,2600,51000,2400
AR199988726867165184,Noarimgroup,,"EU, GB, RO",EU-Parliament,186,15500,13150,1147000,25725,99400,352000,98000,4762500,59300,64125,137250,11950,52750,23000,447000,21600
AR200024735872974848,MARIANNE BUTTENSCHON,EIN ID 85-3260071,US,US-Federal,2,7500,6350,551250,12400,48000,173000,47000,2317500,29100,30900,66000,5750,25250,11200,213000,10500
